-10.000000,12.176405
-9.993999,12.034015
-9.987998,12.085871
-9.981996,12.206086
-9.975995,12.162751
-9.969994,11.872266
-9.963993,12.059002
-9.957992,11.942856
-9.951990,11.941669
-9.945989,11.987049
-9.939988,11.954392
-9.933987,12.079414
-9.927986,12.004089
-9.921984,11.934152
-9.915983,11.960370
-9.909982,11.943349
-9.903981,12.053389
-9.897980,11.877464
-9.891978,11.923285
-9.885977,11.800568
-9.879976,11.624677
-9.873975,11.939337
-9.867974,11.954417
-9.861972,11.787756
-9.855971,12.082947
-9.849970,11.704533
-9.843969,11.848545
-9.837968,11.819249
-9.831966,11.985244
-9.825965,11.972901
-9.819964,11.835459
-9.813963,11.851779
-9.807962,11.719183
-9.801960,11.603881
-9.795959,11.761168
-9.789958,11.805593
-9.783957,11.906986
-9.777956,11.898194
-9.771954,11.733222
-9.765953,11.735723
-9.759952,11.655097
-9.753951,11.611949
-9.747950,11.577323
-9.741948,11.937026
-9.735947,11.684982
-9.729946,11.686139
-9.723945,11.598665
-9.717944,11.795693
-9.711942,11.550553
-9.705941,11.684667
-9.699940,11.610393
-9.693939,11.732629
-9.687938,11.636857
-9.681936,11.563873
-9.675935,11.673117
-9.669934,11.712767
-9.663933,11.670585
-9.657932,11.688179
-9.651930,11.588498
-9.645929,11.609655
-9.639928,11.572682
-9.633927,11.597971
-9.627926,11.546611
-9.621924,11.449296
-9.615923,11.633666
-9.609922,11.569744
-9.603921,11.440901
-9.597920,11.644198
-9.591918,11.501189
-9.585917,11.591112
-9.579916,11.652825
-9.573915,11.586813
-9.567914,11.681854
-9.561912,11.438430
-9.555911,11.596145
-9.549910,11.481429
-9.543909,11.456829
-9.537908,11.480023
-9.531906,11.500751
-9.525905,11.531522
-9.519904,11.403389
-9.513903,11.603985
-9.507902,11.554468
-9.501900,11.348276
-9.495899,11.644724
-9.489898,11.679487
-9.483897,11.601775
-9.477896,11.459903
-9.471894,11.364819
-9.465893,11.571338
-9.459892,11.419574
-9.453891,11.576135
-9.447890,11.468717
-9.441888,11.539552
-9.435887,11.471524
-9.429886,11.500543
-9.423885,11.424935
-9.417884,11.596471
-9.411882,11.424574
-9.405881,11.446080
-9.399880,11.588195
-9.393879,11.259103
-9.387878,11.260829
-9.381876,11.478816
-9.375875,11.258563
-9.369874,11.564236
-9.363873,11.322511
-9.357872,11.283126
-9.351870,11.544165
-9.345869,11.493921
-9.339868,11.526624
-9.333867,11.424471
-9.327866,11.241743
-9.321864,11.512871
-9.315863,11.289063
-9.309862,11.390108
-9.303861,11.398586
-9.297860,11.282359
-9.291858,11.353266
-9.285857,11.378078
-9.279856,11.317499
-9.273855,11.163915
-9.267854,11.297677
-9.261852,11.394491
-9.255851,11.186394
-9.249850,11.234887
-9.243849,11.200333
-9.237848,11.422774
-9.231846,11.299076
-9.225845,11.266591
-9.219844,11.142852
-9.213843,11.267768
-9.207842,11.140408
-9.201840,11.205023
-9.195839,11.132255
-9.189838,11.257481
-9.183837,11.241496
-9.177836,11.157006
-9.171834,11.211435
-9.165833,11.056527
-9.159832,11.010706
-9.153831,11.197770
-9.147830,11.164497
-9.141828,11.205332
-9.135827,11.374142
-9.129826,11.224274
-9.123825,11.032543
-9.117824,11.229525
-9.111822,10.980232
-9.105821,11.059663
-9.099820,11.092996
-9.093819,11.265153
-9.087818,11.013342
-9.081816,10.999173
-9.075815,11.065970
-9.069814,11.003466
-9.063813,11.176476
-9.057812,10.949818
-9.051810,10.937063
-9.045809,11.002027
-9.039808,10.990005
-9.033807,11.226760
-9.027806,11.122748
-9.021804,11.030559
-9.015803,10.893260
-9.009802,11.094238
-9.003801,10.903779
-8.997800,10.843322
-8.991798,11.110601
-8.985797,11.017491
-8.979796,11.071882
-8.973795,11.005668
-8.967794,11.053477
-8.961792,10.896690
-8.955791,10.852367
-8.949790,11.017949
-8.943789,10.863448
-8.937788,10.868833
-8.931786,10.886233
-8.925785,10.927533
-8.919784,10.884385
-8.913783,10.776288
-8.907782,10.843420
-8.901780,10.679440
-8.895779,10.958302
-8.889778,10.729572
-8.883777,10.773338
-8.877776,10.882992
-8.871774,10.797818
-8.865773,11.020075
-8.859772,10.730486
-8.853771,10.880476
-8.847770,10.843841
-8.841768,10.724959
-8.835767,10.888095
-8.829766,10.812611
-8.823765,10.900944
-8.817764,10.900114
-8.811762,11.028086
-8.805761,10.939414
-8.799760,10.762842
-8.793759,10.769821
-8.787758,10.897724
-8.781756,10.847283
-8.775755,10.839768
-8.769754,10.608058
-8.763753,10.761320
-8.757752,10.683948
-8.751750,10.779743
-8.745749,10.735934
-8.739748,10.830766
-8.733747,10.765469
-8.727746,10.806378
-8.721744,10.675102
-8.715743,10.621299
-8.709742,10.668737
-8.703741,10.702039
-8.697740,10.735655
-8.691738,10.917669
-8.685737,10.681511
-8.679736,10.584141
-8.673735,10.639137
-8.667734,10.621374
-8.661732,10.709880
-8.655731,10.501651
-8.649730,10.656056
-8.643729,10.659379
-8.637728,10.660946
-8.631726,10.571995
-8.625725,10.601933
-8.619724,10.477318
-8.613723,10.564391
-8.607722,10.553435
-8.601720,10.643325
-8.595719,10.480101
-8.589718,10.667838
-8.583717,10.733165
-8.577716,10.370717
-8.571714,10.614340
-8.565713,10.633404
-8.559712,10.495968
-8.553711,10.513984
-8.547710,10.534421
-8.541708,10.511929
-8.535707,10.504806
-8.529706,10.362106
-8.523705,10.638938
-8.517704,10.625665
-8.511702,10.430366
-8.505701,10.359059
-8.499700,10.551806
-8.493699,10.436120
-8.487698,10.501893
-8.481696,10.449763
-8.475695,10.544849
-8.469694,10.539169
-8.463693,10.391133
-8.457692,10.319355
-8.451690,10.293396
-8.445689,10.506727
-8.439688,10.320802
-8.433687,10.383005
-8.427686,10.368054
-8.421684,10.416428
-8.415683,10.222055
-8.409682,10.428560
-8.403681,10.456070
-8.397680,10.406522
-8.391678,10.360590
-8.385677,10.395417
-8.379676,10.419581
-8.373675,10.096415
-8.367674,10.563265
-8.361672,10.400682
-8.355671,10.290430
-8.349670,10.310575
-8.343669,10.393043
-8.337668,10.326057
-8.331666,10.128598
-8.325665,10.532114
-8.319664,10.308610
-8.313663,10.415680
-8.307662,10.238457
-8.301660,10.455298
-8.295659,10.324294
-8.289658,10.350542
-8.283657,10.179131
-8.277656,10.398770
-8.271654,10.340636
-8.265653,10.395838
-8.259652,10.196843
-8.253651,10.205548
-8.247650,10.478041
-8.241648,10.135647
-8.235647,10.222052
-8.229646,10.343335
-8.223645,10.233417
-8.217644,10.275939
-8.211642,10.171697
-8.205641,10.242647
-8.199640,10.068987
-8.193639,10.359452
-8.187638,10.175821
-8.181636,10.113619
-8.175635,10.242273
-8.169634,10.123562
-8.163633,10.030207
-8.157632,10.022960
-8.151630,10.221008
-8.145629,10.129672
-8.139628,10.126258
-8.133627,10.241401
-8.127626,10.014943
-8.121624,10.048557
-8.115623,10.077135
-8.109622,10.119057
-8.103621,10.099404
-8.097620,10.068931
-8.091618,10.085456
-8.085617,10.074887
-8.079616,10.007655
-8.073615,9.992315
-8.067614,10.095065
-8.061612,9.972521
-8.055611,9.939876
-8.049610,10.018381
-8.043609,10.027842
-8.037608,10.263280
-8.031606,9.961136
-8.025605,10.119931
-8.019604,10.094323
-8.013603,9.894708
-8.007602,10.084927
-8.001600,9.883212
-7.995599,9.729682
-7.989598,10.050230
-7.983597,9.808008
-7.977596,10.022689
-7.971594,9.903193
-7.965593,10.131548
-7.959592,10.066443
-7.953591,9.908252
-7.947590,9.878806
-7.941588,9.820181
-7.935587,9.891495
-7.929586,9.901550
-7.923585,9.887115
-7.917584,9.933254
-7.911582,9.969434
-7.905581,9.940547
-7.899580,9.823166
-7.893579,9.749800
-7.887578,10.024031
-7.881576,9.812631
-7.875575,9.810346
-7.869574,9.817455
-7.863573,9.679266
-7.857572,9.809774
-7.851570,9.803605
-7.845569,9.907605
-7.839568,9.909414
-7.833567,9.833944
-7.827566,9.920750
-7.821564,9.855561
-7.815563,9.813995
-7.809562,9.825655
-7.803561,9.784495
-7.797560,9.758075
-7.791558,9.764785
-7.785557,9.672756
-7.779556,9.807600
-7.773555,9.674242
-7.767554,9.851717
-7.761552,9.736606
-7.755551,9.760501
-7.749550,9.798934
-7.743549,9.807880
-7.737548,9.580485
-7.731546,9.710856
-7.725545,9.813563
-7.719544,9.549733
-7.713543,9.752271
-7.707542,9.481985
-7.701540,9.599290
-7.695539,9.699402
-7.689538,9.523866
-7.683537,9.584986
-7.677536,9.530352
-7.671534,9.836348
-7.665533,9.681956
-7.659532,9.716261
-7.653531,9.631263
-7.647530,9.612186
-7.641528,9.479881
-7.635527,9.606343
-7.629526,9.553377
-7.623525,9.709317
-7.617524,9.731634
-7.611522,9.758180
-7.605521,9.690776
-7.599520,9.539655
-7.593519,9.481929
-7.587518,9.664184
-7.581516,9.617146
-7.575515,9.398661
-7.569514,9.605062
-7.563513,9.644965
-7.557512,9.563404
-7.551510,9.533005
-7.545509,9.464744
-7.539508,9.394854
-7.533507,9.613536
-7.527506,9.496594
-7.521504,9.498158
-7.515503,9.688775
-7.509502,9.577952
-7.503501,9.540583
-7.497499,9.511706
-7.491498,9.643498
-7.485497,9.657456
-7.479496,9.572446
-7.473495,9.531717
-7.467493,9.258033
-7.461492,9.473864
-7.455491,9.442480
-7.449490,9.458885
-7.443489,9.537793
-7.437487,9.163520
-7.431486,9.374555
-7.425485,9.452476
-7.419484,9.372799
-7.413483,9.271792
-7.407481,9.494378
-7.401480,9.429167
-7.395479,9.298369
-7.389478,9.420960
-7.383477,9.465635
-7.377475,9.378005
-7.371474,9.451531
-7.365473,9.373299
-7.359472,9.319949
-7.353471,9.237529
-7.347469,9.338876
-7.341468,9.360898
-7.335467,9.423050
-7.329466,9.317955
-7.323465,9.369206
-7.317463,9.221002
-7.311462,9.233199
-7.305461,9.294422
-7.299460,9.193997
-7.293459,9.375483
-7.287457,9.333771
-7.281456,9.309366
-7.275455,9.309346
-7.269454,9.471558
-7.263453,9.216566
-7.257451,9.037307
-7.251450,9.271380
-7.245449,9.240389
-7.239448,9.187696
-7.233447,9.135564
-7.227445,9.183527
-7.221444,9.239578
-7.215443,9.165161
-7.209442,9.450687
-7.203441,9.107390
-7.197439,9.118128
-7.191438,8.962576
-7.185437,9.210586
-7.179436,8.977795
-7.173435,9.119489
-7.167433,9.139866
-7.161432,9.090459
-7.155431,9.329318
-7.149430,9.248869
-7.143429,9.275342
-7.137427,9.049186
-7.131426,9.244286
-7.125425,9.175025
-7.119424,9.196564
-7.113423,9.216367
-7.107421,9.016545
-7.101420,9.058989
-7.095419,9.181679
-7.089418,8.823856
-7.083417,9.234749
-7.077415,9.132729
-7.071414,9.066844
-7.065413,9.087464
-7.059412,8.956418
-7.053411,9.018416
-7.047409,9.157438
-7.041408,9.171210
-7.035407,9.305029
-7.029406,9.022013
-7.023405,8.957549
